CRIME	Janice Dickinson Says She Won't Feel 'Vindicated' Until Cosby Is Jailed
CRIME	57 White Supremacists In Texas Indicted In Meth, Kidnapping Cases
CRIME	Wealthy Texas Couple Accused Of Enslaving Young Woman For 16 Years
CRIME	How To Convict A Rapist
CRIME	The Cosby Verdict Won’t Fix A Broken Legal System
CRIME	Links Suspected Between Severed Heads Found In Louisiana And Texas
CRIME	DNA From Genealogy Sites Helped Investigators Zero In On 'Golden State Killer' Suspect
CRIME	Patton Oswalt Celebrates Michelle McNamara's Legacy After Arrest In 'Golden State Killer' Case
CRIME	Missing Teen Found Safe After Ominous 'Call Police' Phone Message
CRIME	Bill Cosby Found Guilty In Sexual Assault Retrial
CRIME	Bill Cosby Yells At Prosecutor After Guilty Verdict: 'You A**hole!'
CRIME	2 Arizona Women Are Accused Of Performing Dangerous Dental Surgeries
CRIME	Nassar Judge Speaks Out For The First Time Since Highly Publicized Sentencing
CRIME	Authorities Confirm Arrest Of Ex-Cop In 'Golden State Serial Killer' Case
CRIME	Cops Make Arrest In Infamous 'Golden State Killer' Case: Report
CRIME	Dallas Officer Shot At Home Depot Dies. 2 Others Still In Hospital.
CRIME	Hefty Prison Sentence For Man Who Stole $1.2 Million In Fajitas
CRIME	Hero In Waffle House Shooting Is Raising Funds For Victims
CRIME	Police Arrest Waffle House Shooting Suspect, Ending Manhunt
CRIME	Felony Charges For Father Of Toddler Who Shot Pregnant Mom
CRIME	2 Florida Deputies Shot Dead While Eating At Chinese Restaurant
CRIME	Coroner Reclassifies A Man's Suspicious Death After HuffPost Investigates
CRIME	'Smallville' Actress Allison Mack Is Charged With Sex Trafficking
CRIME	Don't Count On 'Me Too' To Sway The Bill Cosby Jury
CRIME	Someone Tied A Hedgehog To A Tree With A 'Makeshift Crucifix' Of Shoelaces
CRIME	Unarmed Black Man Killed In 'Mind-Boggling,' Unjustified Barrage Of Police Gunfire: Lawyer
CRIME	Bungling Robbery Suspects Receive Much-Deserved Dose Of Karma
CRIME	Chicago Shootings Spike Amid Weekend Violence
CRIME	Woman Burned To Death Can Testify From The Grave
CRIME	Police Release Body Cam Video Of YouTube Shooter Nasim Aghdam
CRIME	Judge Denies Bill Cosby's Request For A Mistrial After Accuser Has Outburst In Court
CRIME	Feds Investigate After Woman Tells HuffPost She Helped Drug, Rob Up To 100 Men: Attorney
CRIME	Los Angeles Thieves Steal Second Ambulance In A Week
CRIME	Topless Protester Arrested Outside Bill Cosby Retrial
CRIME	Backpage.com Founders Indicted For Facilitating Prostitution On Site
CRIME	Vatican Arrests Its Own Diplomat After Child Pornography Probe
CRIME	Here's What To Know About The Bill Cosby Sexual Assault Retrial
CRIME	NYPD Releases 911 Transcripts, Footage Of Saheed Vassell's Final Moments
CRIME	New York Police Fatally Shoot Unarmed Black Man On Brooklyn Street
CRIME	YouTube’s Neighbors Send Stirring Message Of Support After Shooting
CRIME	If You’re On The Internet Talking About A Shooting, Remember These Things
CRIME	YouTube Shooter Was 'Upset' With Company, Police Say
CRIME	Designer Of Waterslide That Decapitated 10-Year-Old Boy Seized On Murder Charge
CRIME	'Affluenza Teen' Ethan Couch Released From Jail After 2-Year Sentence
CRIME	Family's Fatal Cliff Car Crash Likely Was Intentional, Police Say
CRIME	Cosby Judge Refuses To Recuse Himself Over His Wife's Work With Abuse Victims
CRIME	Parkland High School Shooter Nikolas Cruz Has Been Receiving Tons Of Fan Mail In Prison
CRIME	Pulse Nightclub Shooter’s Widow Found Not Guilty Of Aiding Her Husband’s Attack
CRIME	Court Rules Adnan Syed Of 'Serial' Podcast Has The Right To A New Trial
CRIME	How Noor Salman Became The Scapegoat Of The Pulse Massacre
CRIME	Suspect Reportedly Arrested Over Explosives Sent To Washington, D.C. Area
CRIME	Larry Nassar's Longtime MSU Boss Arrested On Sexual Misconduct Charges
CRIME	Pulse Nightclub Shooter's Father Revealed As Former FBI Informant
CRIME	Two Women Who Broadcast Islamophobic Mosque Visit With Children Are Indicted
CRIME	Parents Threw Hot Oil On Teen For Refusing Forced Marriage, Cops Say
CRIME	U.S. Charges Iranians For Global Cyber Attacks
CRIME	Police Struggle To Find Possible Motives For Austin Bombings
CRIME	'Incendiary Device' In Austin Injures Worker. Police Not Linking It To Package Bombs.
CRIME	Suspected Austin Bomber Dead In Confrontation With Police
CRIME	Police Find Recorded 'Confession' On Austin Bomber's Cellphone
CRIME	Texas Bomb Suspect's Family 'Devastated And Broken'
CRIME	Explosion At FedEx Facility Outside San Antonio May Be Linked To Austin Bombings, FBI Says
CRIME	Officer Charged With Murder In Shooting Death Of Justine Damond
CRIME	Police Suspect 'Serial Bomber' In Deadly Austin Attacks
CRIME	World's Dumbest Shoplifters Literally Run Into The Police At Costco
CRIME	PSA: Don't Be A Jerk. Clean The Snow Off Your Damn Car Already.
CRIME	Video Shows Parkland Deputy Never Entered School As Mass Shooting Happened Inside
CRIME	Dylann Roof's Sister Accused Of Having Weapons At School During National Walkouts
CRIME	2 Women Who Took Children To Vandalize An Arizona Mosque Are Arrested
CRIME	Jury To Weigh If Pulse Shooter’s Widow Is A Monster Or Just Married One
CRIME	Accused Casino Robber Tried To Disguise Himself With Blackface
CRIME	Prosecutors Will Seek Death Penalty In Parkland School Shooting
CRIME	Another Gun Just Went Off In A School
CRIME	Her Husband Killed 49 People In Orlando. Now She's On Trial For Terrorism.
CRIME	4 Dead As Hostage Standoff Ends At California Veterans Home
CRIME	Parkland Deputy Who Didn't Engage School Shooter Told Other Officers To Stay Away
CRIME	4 Dead As Hostage Standoff Ends At California Veterans Home
CRIME	911 Calls From Parkland Shooting Reveal Terror Of Parents Desperate For Answers
CRIME	Student Killed In Accidental Shooting At Alabama School: Report
CRIME	Man Pleads Guilty To Murder Of Indian Man After Yelling 'Get Out Of My Country'
CRIME	Parkland School Shooter Indicted On 17 Counts Of Murder
CRIME	Fyre Festival Founder Faces Prison After Pleading Guilty To Wire Fraud
CRIME	Sexual Assault Claim Against Mark Cuban Resurfaces After 7 Years
CRIME	Men Are Impersonating Police To Sexually Exploit Women, And We're Not Paying Enough Attention
CRIME	Couple Face Cruelty Charges For Living In Plywood Box With Children
CRIME	19-Year-Old Arrested After Parents Found Shot Dead At Central Michigan University
CRIME	Nobody Knows Exactly How Many People Are Getting Killed With Assault-Style Rifles
CRIME	Intruder Scare In Sean Hannity's Home Leads To Arrest
CRIME	Woman Accused Of Poisoning Friend With Cheesecake In Identity Theft Plot
CRIME	Parkland Shooter's Rifle Magazines Were Etched With Swastikas: Reports
CRIME	North Carolina Man Broadcasts His Own Killing On Facebook Live
CRIME	Neo-Nazi Chat Logs Reveal Chilling Praise For Slaying Of Gay Jewish Student
CRIME	Texas, Alabama Halt Executions; Florida Puts Convicted Rapist And Killer To Death
CRIME	Why Schools Are Flooded With Threats After Mass Shootings
CRIME	Armed Officer Assigned To Stoneman Douglas Resigns Amid Shooting Investigation
CRIME	Florida Shooter's Former Friend Says She Reported Him To School 'Multiple' Times
CRIME	Couple Who Took In Florida Shooter: 'This Isn’t The Person We Knew'
CRIME	Siblings From Parkland High School Write Essays To Say 'Never Again'
CRIME	Report: 2 Baylor Football Players Investigated After Sexual Assault Accusations
CRIME	Parkland Could've Been Worse. Vegas Could've Been Worse. They Can Always Be Worse.
CRIME	At Vigil For Florida School Shooting Victims, Students Chant 'No More Guns!'
CRIME	Officials Haven't Found Evidence Linking Florida Shooting Suspect To White Supremacists (UPDATE)
CRIME	ICE Lawyer Charged With Trying To Defraud Immigrants By Stealing Their Identities
CRIME	Three Milwaukee County Jail Staff Members Charged For Inmate's Dehydration Death
CRIME	Two Ohio Police Officers Fatally Shot While Responding To 911 Call
CRIME	These Bloody Dollhouse Scenes Reveal A Secret Truth About American Crime
CRIME	Second Girl Sentenced For ‘Slender Man’ Stabbing
CRIME	Father Of 3 Girls Abused By Larry Nassar Tries To Attack Him In Court
CRIME	Nassar's Defense Attorney Says 265 Survivors 'Just Feel Like' They Were Abused
CRIME	Ex-Cop Says Baltimore Police Carried BB Guns To Hide Dirty Shootings
CRIME	Package Thief Gets A Painful Dose Of Instant Karma, And It's All Caught On Video
CRIME	4 Killed In Shooting Rampage At Pennsylvania Car Wash
CRIME	Family Of Woman Missing For 12 Years 'Fed Up' With Florida Cops
CRIME	Man Claims He's Infamous Alcatraz Escapee In Newly Surfaced Letter
CRIME	Baltimore Cop Accused Of Planting Drugs In Body Cam Video Indicted
CRIME	There’s A Line Between Justice And Vengeance. Larry Nassar’s Judge Crossed It.
CRIME	U.S. Schools Have Already Faced 10 Shooting Incidents This Year
CRIME	Man Arrested Over Threats To CNN:  'Fake News. I'm Coming To Gun You All Down.'
CRIME	Study Finds More Than 9,000 Brothels Masquerading As Legit Businesses
CRIME	Doughnut-Eating Champ Arrested In Doughnut Shop Break-In
CRIME	15-Year-Old Airlifted To Dallas Hospital After High School Shooting
CRIME	SFPD Says It Wants To Protect Sex Workers; Still Employs Cop Accused Of Statutorily Raping One
CRIME	Aunt Of 13 Siblings Locked In California Home Says The Dad Used To Watch Her Take Showers
CRIME	Police Investigate Whether Killing Of Student Blaze Bernstein Was A 'Hate Crime'
CRIME	How 2 California Parents Could 'Home-School' Their Shackled And Abused Children
CRIME	Suspect In Murder Of Student Blaze Bernstein Claims He Was Hitting On Him: Report
CRIME	13 Siblings 'Held Captive' By Parents, Some In Chains And Starving, Police Say
CRIME	Texas Man Charged With Capital Murder In Adopted Daughter's Death
CRIME	Californian Confesses To Cold Case Slaying In Emotional TV Interview
CRIME	Couple Ordered To Pay Enslaved Nanny $121,000 After 2 Years Of Work
CRIME	Staff Interacted Several Times With Vegas Mass Shooter, Hotel Says
CRIME	White Supremacist Charged With Terrorism After Alleged Attempt To Derail Train
CRIME	FBI Reportedly Investigating Clinton Foundation
CRIME	Gunfire Outside Colorado State Capitol Forces Brief Lockdown
CRIME	Less Than 1 Ounce Of Marijuana Leads To Arrests Of More Than 60 Georgia Partygoers
CRIME	Missing Daughters Of Slain Texas Woman Found Safe (UPDATE)
CRIME	Police Arrest 16-Year-Old Boy Suspected Of Killing Parents, Sister On New Year's Eve
CRIME	2018 Is Already Off To A Violent Start
CRIME	Alleged 'Nigerian Prince' Email Scammer Arrested In Louisiana
CRIME	FBI Affidavit Details Ex-Sheriff David Clarke's Intimidation Of Fellow Passenger
CRIME	2 Dead, 1 Injured In Shooting At California Law Firm
CRIME	Man Rigged Front Door To Try To Electrocute His Pregnant Wife, Police Say
CRIME	NYPD Officers Suspended After Witnesses Say They Didn't Check On Woman Later Found Dead
CRIME	Martin Shkreli's Former Lawyer Convicted Of Helping Him To Defraud Pharmaceutical Firm
CRIME	Crimes That Dominated Headlines In 2017
CRIME	Children, Same-Sex Couple Identified In 'Horrific' Upstate New York Quadruple Homicide
CRIME	'Neo-Nazi' Teen Charged With Killing Girlfriend's Parents After They Reported Him
CRIME	Deputies Fatally Shoot 6-Year-Old In His Home While Firing At Suspect
CRIME	California Authorities Launch Manhunt After Series Of Random Shootings Targeting Drivers
CRIME	Teen Gets 25 Years In Mental Health Facility For 'Slender Man' Stabbing
CRIME	Veterinarian Accused Of Shooting Neighbors' Dog In The Head
CRIME	Man Arrested After 5-Year-Old Son Fatally Shoots Himself With Gun Left In Glove Box
CRIME	Canadian Pharmaceutical Billionaire, Wife Found Dead In Toronto
CRIME	Human Foot Washed Ashore In Canada Is 13th Found Since 2007
CRIME	No Jail Time For Fertility Doctor Who Used His Sperm To Impregnate Patients
CRIME	The U.S. Is Number One -- In Weapons Sales
CRIME	'It Was An Execution': Wife Of Man Killed By Arizona Cop Speaks Out
CRIME	Police Arrest Naked Man Who Jumped Onto Moving Truck Near Dulles Airport
CRIME	Man Arguing With Girlfriend Threw Good Samaritan Off Bridge: Police
CRIME	Alleged Airplane Smoker Threatens To 'Kill Everybody On This F**king Plane'
CRIME	Police Confirm Another Freeway Shooting In Michigan
CRIME	New York Bomber Sought An ISIS-Inspired Attack With Failed Device, Investigators Say
CRIME	Landlord Accused Of Masturbating On Tenant's Clothes When She Wasn't Home
CRIME	Appeals Court Denies New Trial For 'Making A Murderer' Subject Brendan Dassey
CRIME	Protect Older Persons From Molesters
CRIME	Former Priest Convicted In Decades-Old Beauty Queen Slaying
CRIME	Pregnant Mother Of Twins Vanishes While Running Errands In New York
CRIME	18-Year-Old Confesses To Molesting 'Upwards Of 50 Children' In California: Police
CRIME	Teen Suspect Sought In Disturbing Cat-Throwing Video
CRIME	Bodies Of Missing California Veteran And Dog Believed Found; Ex-Husband Under Arrest
CRIME	Man Charged In Disappearance Of North Carolina Toddler
CRIME	Retirement Community Resident Allegedly Tested Homemade Poison On Neighbors
CRIME	Video Shows Man Who Sexually Assaulted 4-Year-Old Get Attacked By Inmate
CRIME	3-Year-Old Girl Disappears In North Carolina, Sparking FBI Search
CRIME	Tampa Police Arrest Suspect Amid Serial Killer Fears
CRIME	Suspect Is Killed After Shots Fired In Reno, Nevada
CRIME	Amid Attacks, Teachers Weigh Their Safety Against Student Privacy
CRIME	Air Force Failed To Report Dozens Of Convictions To Background Check System
CRIME	'Glee' Star Naya Rivera Charged With Domestic Battery
CRIME	Naked Drunk Driver Crashes Car While Having Sex At The Wheel, Police Say
CRIME	Hunter Fatally Shoots Woman He Mistook For A Deer On Thanksgiving Eve
CRIME	Drug Dealer Who Sold Teen Lethal Amount Of Fentanyl Ordered To Pay For His Funeral
CRIME	Suspected MS-13 Gang Member Arrested In Park Stabbing, Dismembering: Cops
CRIME	Baltimore Detective Killed A Day Before Testifying In Federal Case Against Fellow Cops
CRIME	Ohio Man Threatened Historical Mass Shooting At Las Vegas Casino
CRIME	Native American Child Gunned Down By Ashland County Sheriff Deputy Brock Mrdjenovich: #JusticeForJason
CRIME	Charles Manson Reportedly Hospitalized, In Deteriorating Condition
CRIME	Sylvester Stallone Denies Sexually Assaulting 16-Year-Old Fan In The '80s
CRIME	California Shooter Killed Wife The Night Before Attacking Elementary School
CRIME	Texas State University Halts Greek Life After Fraternity Pledge Dies
CRIME	When A Shooting Threat Was Made At My Child's School
CRIME	'Psychopathic Predator' Caught On Mainland After Escaping From Hawaii Mental Hospital
CRIME	Ohio Death Row Inmate Receives Pillow To Help Him Breathe During Execution
CRIME	Mexico Deports American Polygamist Suspected In 3 Killings
CRIME	Foul-Mouthed State Prosecutor Berates, Threatens Uber Driver
CRIME	Oklahoma Woman Who Married Her Mother Pleads Guilty To Incest
CRIME	eBay Pulls Offensive Coffee Mug Showing Skeletal Madeleine McCann
CRIME	After Texas Shooting, A Grieving Mother Reads Her Daughter's Last Words
CRIME	Filipina Model Says Woman Punched Her In Garage, Called Her ‘Chinky Eyes’
CRIME	Texas Church Shooter Claimed He Used Dogs As Target Practice, Says Former Colleague
CRIME	We Made Cribs Safer For Our Babies, Now What About Guns?
CRIME	'Kayak Killer' Gets Up To 4 Years In Prison For Fiancé's Death
CRIME	Trooper Sues After Being Forced To Alter Arrest Report Of Judge's Daughter
CRIME	6 Ways To Grieve And Cope After A Mass Shooting
CRIME	US Polygamist Busted In Mexico Following Deaths Of Three Young Americans
CRIME	Another Mass Shooting And More Prayers. America Has Officially Given Up.
CRIME	Air Force Failed To Enter Church Shooter's Domestic Violence Record In U.S. Database
CRIME	At Least 26 Dead In Shooting At Texas Baptist Church
CRIME	Florida Woman Arrested For Allegedly Riding A Horse While Drunk
CRIME	Police Catch 'Nonchalant' Gunman Who Killed 3 At Colorado Walmart
CRIME	Muslim Advocacy Groups Urge Compassion And Unity Following New York City Attack
CRIME	Alex Wubbels, Utah Nurse Arrested For Doing Her Job, Reaches $500,000 Settlement
CRIME	Nurse Barred From Jail After Allegedly Performing Exorcism On Inmate
CRIME	2 New York Detectives Charged In Alleged Rape Of 18-Year-Old
CRIME	Photos From The Scene Of The Deadly Truck Attack In New York City
CRIME	Meth Found In Child's Halloween Candy Prompts Warning From Wisconsin Police
CRIME	Florida Police Release Eerie New Surveillance Video In Hunt For Suspected Serial Killer
CRIME	Pastor Accused Of Impersonating Cop And Assaulting Teens
CRIME	Billionaire Pharmaceutical Company Founder Charged In Opioid Bribery Case
CRIME	Newtown Shooter May Have Had Interest In Pedophilia, FBI Reveals
CRIME	Florida Woman Crashes Wedding, And It Doesn't End Well
CRIME	Dad Arrested In Death of 3-Year-Old Now Says She Choked On Milk
CRIME	Dad Charged After Cops Find Body Near Where Toddler Was Left Outside For Not Drinking Milk
CRIME	Study Ties California Gun Violence Increases To Nevada Gun Shows
CRIME	Body Found May Be Of Missing 3-Year-Old Left Outside By Dad: Police
CRIME	10-Year-Old Killed By Teen's Crossbow Shot After 'Disagreement': Sheriff
CRIME	Police Say 3 Deaths Could Be Work Of Serial Killer 'Terrorizing' Tampa
CRIME	Joe Arpaio Is Still Guilty Despite Presidential Pardon, Judge Says
CRIME	Albuquerque Police Officers Killed Our Son, And We Want To See Change
CRIME	Cops Explain How To Pull Off A Good Halloween Prank Without Getting Arrested
CRIME	Florida Man Pleads Guilty To Hate Crime For Phoned In Mosque Threat
CRIME	Alabama Executes Torrey McNabb
CRIME	Chelsea Bomber Ahmad Rahimi Found Guilty
CRIME	Tina Frost, Las Vegas Shooting Victim, Wakes From Coma
CRIME	Police Change Timeline Of Las Vegas Mass Shooting Again
CRIME	After Lawsuit, City Agrees To Stop Forcing Women To Pay Fee For Not Pressing Charges Against Abusers
CRIME	Man’s Attempt At Using Google To Rob A Bank Backfires Spectacularly
CRIME	MGM 'Confident' That Police Are Wrong About Las Vegas Shooting Timeline
CRIME	Utah Cop Who Violently Arrested Nurse Is Fired
CRIME	New Timeline In Vegas Shooting Raises Questions On Police Response
CRIME	Manhattan DA Swept Harvey Weinstein Sexual Harassment Under The Rug, Report Alleges
CRIME	Child Sex Offender Awarded Joint Custody Of Victim’s Kid: Attorney
CRIME	3-Year-Old Missing After Left Outside For Not Drinking Milk: Cops
CRIME	More Than 100 Dogs Rescued From Cramped, Filthy Cages In Puppy Mill Bust
CRIME	Las Vegas Shooter Had 50 Pounds Of An Explosive Substance In His Car
CRIME	Unarmed Hotel Security Guard Who Found Las Vegas Shooter Hailed As Hero [UPDATE]
CRIME	Police Investigate Reports Of Las Vegas Gunman Booking Hotels Near Other Concerts
CRIME	Marilou Danley, Las Vegas Shooter's Girlfriend: 'He Never Said Anything To Me'
CRIME	Stephen Paddock Had Deadly But Legal Gun Device That 'Simulates Automatic Fire'
CRIME	What We Know And Don't Know About Stephen Paddock And The Las Vegas Massacre
CRIME	Charlottesville Rally Organizer Jason Kessler Indicted On Perjury Charge
CRIME	The American Way To Grieve
CRIME	We Can't Escape The Reality Of Las Vegas Any Longer
CRIME	Las Vegas Gunman Had 'Cache Of Weapons'
CRIME	Here's What We Know About Stephen Paddock, The Las Vegas Shooting Suspect
CRIME	Eyewitnesses Recount Gunfire At Las Vegas Shooting: 'The Shots Just Kept Going'
CRIME	O.J. Simpson Released From Nevada Prison
CRIME	Snapchat Videos Show Couple Shooting Up Houston Neighborhoods
CRIME	High School Football Team Forfeits Entire Season Amid OxyContin Scandal
CRIME	'Hatchet Man' Suspect Could Have Ties To Murder Of Teen Hikers, Police Say
CRIME	Police Arrest Suspect in Decades-Old Killer Clown Case
CRIME	Navy Hospital Staffers Removed After Sharing Disturbing Photos Of Newborns
CRIME	Man Shot Dead By Oklahoma City Cop Was Deaf (UPDATED)
CRIME	Neighbor Opens Fire As Father In Clown Mask Chases Child
CRIME	St. Louis Riot Police Break Up Protest Over Acquittal Of Former Cop
CRIME	A College Security Officer Said He was Shot By A "Black Man In A Hoodie." Turns Out He Shot Himself
CRIME	2 Florida Men Accused Of Stealing Enormous Power Pole After Irma
CRIME	1 Dead, 3 Injured After Student Opens Fire At Washington State High School
CRIME	Martin Shkreli Jailed Over Hillary Clinton Post
CRIME	Equifax Clarifies Policy After Outcry Over Consumers' Legal Rights Following Hack
CRIME	Realtor Who Vanished During Harvey Found Dead, Ex-Husband Arrested
CRIME	Pregnant Employee Allegedly Kicked During Brawl At Texas Popeyes
CRIME	Car Slams Into 3 People On Massachusetts Sidewalk (GRAPHIC VIDEO)
CRIME	Idaho Police Department Thanks 'Heroic' Nurse For Standing Up To Utah Cop
CRIME	Aspiring Pastor Accused Of Murdering Wife Blames It On Cough Syrup
CRIME	What Legal Recourse Do You Have As A Victim Of Binary Options Fraud?
CRIME	Officer Who Arrested Utah Nurse In Viral Video Is Now Under Criminal Investigation
CRIME	30 Detainees Suspected Of Using Underground Tunnel To Illegally Enter U.S.
CRIME	Probe Launched After Fatal Police Shooting Of Woman Who Threatened Suicide
CRIME	Teen Who Streamed Sister's Death Says She Wanted To Pay For Funeral
CRIME	'Disgruntled Employee' Shoots 1 Dead, Takes Hostages In Charleston
CRIME	Mom Accused Of Murdering Daughter She Placed For Adoption
CRIME	Car Thief Busted After Braking To Watch Eclipse, Buy Eye Mask: Sheriff
CRIME	Man Who Shot Judge Is Father Of Steubenville Football Player Convicted In 2012 Rape Case
CRIME	Texas Babysitter Coerced 4-Year-Old Boy To Perform Sex Acts On Her: Police
CRIME	2 Florida Officers Killed In One Of Several Shootings Of US Law Enforcement
CRIME	Charles Manson Gets A New Mug Shot
CRIME	Police Stood By As Mayhem Mounted in Charlottesville
CRIME	Heather Heyer 'Murdered While Protesting Against Hate' In Charlottesville, Friends Say
CRIME	2 Killed When Police Helicopter Crashes While Responding To Charlottesville Riot
CRIME	'Beautiful Moment Ripped Away' As Car Plows Into Anti-Racist Group In Charlottesville, 1 Dead
CRIME	Woman Survives 7-Story Plunge From Parking Garage In BMW
CRIME	Girl Hospitalized After Getting Boiling Water Poured On Face At Sleepover
CRIME	Man Arrested After Woman Seen Knocked In Path Of London Bus: Police
CRIME	Toronto Father Shocked By Racist Message On His SUV: 'Go Back To China'
CRIME	Weekend Sailing Trip Leaves 3 Texas Boy Scouts Dead
CRIME	Two Baltimore Murders Break 72-Hour Ceasefire
CRIME	Airline Passenger Helps Nab Alleged Child Molesters After Seeing Texts
CRIME	Minnesota Governor Calls Mosque Bombing An Act Of Terrorism
CRIME	Mother Of 3 Fatally Shoots Gang Member Inside Her Home: 'It Was Either Him Or Me'
CRIME	Amanda Knox Says Woman Who Told Boyfriend To Kill Himself Needs Sympathy, Not Prison
CRIME	8-Year-Old Girl Dies After Drinking Boiling Water On Dare
CRIME	Video Shows Texas Police Officer Being Struck By A Car, Flung Into The Air
CRIME	Cops Say Florida Man Set Pregnant Ex-Girlfriend On Fire In Front Of Her 2 Young Kids
CRIME	Baltimore Prosecutor Throws Out 34 Cases After Officer Caught Allegedly Planting Drugs
CRIME	Indiana Officer Fatally Shot By Man In Overturned Car He Was Trying To Save
CRIME	Teen Driver Accused Of Livestreaming Crash That Killed Younger Sister
CRIME	Video Shows 'Heroic' Starbucks Customer Taking Down Armed Robber With Metal Chair
CRIME	Father Of Colorado Teen Dylan Redwine Arrested For His Son's 2012 Death
CRIME	10 People Dead In 'Human Trafficking' Case In Texas Parking Lot
CRIME	9-Year-Old And Anti-Violence Activist Fatally Shot During Deadly Weekend In Chicago
CRIME	Man Confronts N.J. Officer Searching Van Apparently Without Permission
CRIME	What Don Diva Magazine Means To The Incarcerated
CRIME	At Least 3 Dead, Several Injured In 7-Alarm Fire At Honolulu High-Rise
CRIME	Amsterdam Airbnb Host Accused Of Pushing South African Down Stairs Is Arrested
CRIME	Second Person In Custody In Connection With Killing Of 4 In Pennsylvania
CRIME	Child's Casket Containing Human Organs Found On Pennsylvania Sidewalk
CRIME	Colorado Man Allegedly Shoots Son Dead After Mistaking Him For Intruder
CRIME	Here's How Quickly Your 4th Of July Bonfire Could Go Badly Wrong
CRIME	10 Injured As Taxi Hits Pedestrians Near Boston Airport: Police
CRIME	California Boy's Body Found After His Dad Is Extradited To Face Murder Charges
CRIME	Florida Man Accidentally Shoots Himself In Penis After Sitting On Gun
CRIME	Pennsylvania Man Charged With Murdering Teen In 'Savage' Road Rage Incident
CRIME	Dozens Injured In Mass Shooting At Arkansas Nightclub
CRIME	Tracy Sin-Yee Tam Identified As Doctor Gunned Down By Former Employee At Bronx Hospital
CRIME	5 Years After Miller v. Alabama, Looking To The States For Justice
CRIME	Man Cited For Driving Motorcycle Through Crowd Of Trumpcare Protesters
CRIME	Dad Of Missing 5-Year-Old California Boy Arrested On Suspicion Of Murder
CRIME	America’s Incarceration Crisis: Are We ‘Doomed To Repeat The Same Failed Policies’?
CRIME	Ex-Vanderbilt Football Player Found Guilty In Gang Rape Of Unconscious Student
CRIME	84 Great Danes Rescued In New Hampshire In 'Worst' Squalor
CRIME	Alabama Executes Inmate First Sentenced To Death 34 Years Earlier
CRIME	U.S. Department Of Education Increases Fines For Violating Jeanne Clery Act Campus Safety Law To $54,789
CRIME	Trucker's Scarily Close Call Shows Just Why Stop Signs Must Be Obeyed
CRIME	5 Key Takeaways From Week 1 Of The Bill Cosby Trial
CRIME	Toddlers Die After 'Intentionally' Left In Car By Teenage Mom: Sheriff
CRIME	Our Message Against Anti-Muslim Hate On San Bernardino's Hallowed Ground
CRIME	Subway Worker Remains Totally Chill, Tells Robber To 'Get A Job'
CRIME	An Open Letter To The American Correctional Association Regarding The Plymouth County Correctional Facility
